U1085, iter_0: news_3947, news_5051, news_150, news_2864, news_2824, news_8189, news_4781, news_4715, news_3563, news_4140, news_1291, news_211, news_5884, news_4237, news_195, news_1244, news_5606, news_144, news_1120, news_7824
U3052, iter_0: news_8189, news_4140, news_5884, news_2824, news_3947, news_150, news_2864, news_5051, news_211, news_1291, news_195, news_1120, news_4781, news_4237, news_3563, news_1244, news_5606, news_4715, news_7824, news_4083
U5095, iter_0: news_2824, news_211, news_5606, news_3563, news_8189, news_4715, news_8643, news_5051, news_1291, news_7824, news_4237, news_1244, news_5884, news_150, news_2864, news_3947, news_195, news_4781, news_144, news_4650
U4738, iter_0: news_3947, news_4781, news_150, news_5051, news_4715, news_2864, news_3563, news_2824, news_1291, news_144, news_683, news_1244, news_7824, news_4237, news_195, news_5606, news_7212, news_211, news_8189, news_4140
U5617, iter_0: news_5606, news_4715, news_3563, news_7824, news_211, news_2824, news_683, news_4650, news_4237, news_1244, news_1291, news_5051, news_8189, news_144, news_1301, news_5797, news_4681, news_4781, news_4249, news_195
U6353, iter_0: news_8189, news_4140, news_150, news_1291, news_4237, news_4715, news_4249, news_5606, news_7824, news_4083, news_1301, news_7242, news_4650, news_2801, news_5797, news_4681, news_8643, news_5752, news_4266, news_5884
U2139, iter_0: news_4715, news_150, news_3947, news_2864, news_8189, news_1291, news_4237, news_1244, news_4781, news_5884, news_8643, news_4140, news_683, news_1301, news_4650, news_5797, news_4083, news_4249, news_7242, news_8308
U2087, iter_0: news_3947, news_5051, news_2864, news_150, news_2824, news_8189, news_1291, news_3563, news_4715, news_4781, news_211, news_4140, news_4237, news_1244, news_5884, news_5606, news_195, news_7824, news_1120, news_144
U1116, iter_0: news_4715, news_3947, news_3563, news_1244, news_5051, news_150, news_4237, news_211, news_4249, news_1301, news_8189, news_144, news_8643, news_4650, news_4083, news_4681, news_5752, news_195, news_8308, news_7242
U5972, iter_0: news_4715, news_3947, news_5051, news_150, news_2864, news_4781, news_3563, news_2824, news_1291, news_144, news_1244, news_683, news_4237, news_5606, news_7824, news_211, news_8189, news_7212, news_5797, news_195
U4818, iter_0: news_8189, news_5884, news_2824, news_4140, news_211, news_3947, news_2864, news_150, news_5051, news_1291, news_4237, news_195, news_3563, news_1244, news_1120, news_4781, news_5606, news_4715, news_7824, news_4249
U1283, iter_0: news_3947, news_150, news_2864, news_4715, news_8189, news_4237, news_211, news_4140, news_144, news_683, news_7212, news_1301, news_4083, news_5797, news_4249, news_8643, news_7242, news_8308, news_4681, news_5051
U579, iter_0: news_8409, news_5193, news_3976, news_8479, news_6543, news_1288, news_796, news_2573, news_150, news_5632, news_7112, news_5654, news_6703, news_8189, news_958, news_6666, news_4190, news_482, news_1265, news_769
U1761, iter_0: news_4715, news_3563, news_1291, news_150, news_4237, news_1244, news_5606, news_683, news_8189, news_8643, news_1301, news_4249, news_4083, news_195, news_5884, news_7212, news_4681, news_5752, news_2801, news_7242
U836, iter_0: news_8643, news_4715, news_7824, news_2824, news_683, news_211, news_144, news_4237, news_150, news_4781, news_4650, news_8189, news_1301, news_4681, news_5752, news_3491, news_4083, news_4249, news_7242, news_5884
U5194, iter_0: news_4375, news_4103, news_5632, news_8189, news_4722, news_3976, news_8479, news_376, news_8468, news_7112, news_150, news_958, news_8444, news_6055, news_4190, news_769, news_4071, news_4260, news_1939, news_2723
U5222, iter_0: news_8643, news_4715, news_3563, news_4237, news_4650, news_144, news_8189, news_1301, news_4681, news_4249, news_8308, news_5752, news_150, news_4083, news_4781, news_7242, news_3947, news_5884, news_2801, news_1120
U2263, iter_0: news_8189, news_1291, news_2824, news_4237, news_3947, news_211, news_1244, news_2864, news_5884, news_5051, news_3563, news_150, news_5606, news_4140, news_4249, news_4781, news_7824, news_1120, news_1301, news_195
U781, iter_0: news_3947, news_150, news_2824, news_8189, news_4781, news_4140, news_3563, news_4715, news_211, news_4237, news_144, news_7212, news_4249, news_4083, news_1301, news_683, news_7242, news_8643, news_2801, news_4681
U4401, iter_0: news_3947, news_4715, news_4781, news_5051, news_150, news_2864, news_3563, news_1291, news_2824, news_1244, news_4237, news_683, news_144, news_7824, news_5606, news_211, news_8189, news_1301, news_5797, news_7212
U3965, iter_0: news_3947, news_4781, news_4715, news_1291, news_5051, news_150, news_3563, news_2864, news_2824, news_1244, news_4237, news_211, news_683, news_8189, news_5606, news_144, news_7824, news_1301, news_8643, news_195
U2231, iter_0: news_8643, news_5606, news_4715, news_4237, news_8189, news_4650, news_683, news_4249, news_1301, news_5797, news_5884, news_4681, news_8308, news_150, news_3947, news_4083, news_5752, news_7242, news_1120, news_7212
U3059, iter_0: news_4103, news_4375, news_7119, news_1288, news_8409, news_5654, news_2281, news_5632, news_2573, news_557, news_8468, news_6055, news_4722, news_6666, news_796, news_6543, news_3976, news_427, news_2723, news_5002
U3261, iter_0: news_3947, news_150, news_5051, news_2864, news_4781, news_2824, news_4140, news_8189, news_1291, news_4715, news_3563, news_195, news_211, news_5884, news_4237, news_1244, news_1120, news_144, news_7212, news_5606
U3831, iter_0: news_8189, news_4237, news_1291, news_2824, news_4249, news_5606, news_3563, news_3947, news_4715, news_4140, news_5051, news_150, news_8308, news_4083, news_1301, news_4781, news_195, news_8643, news_4681, news_144
U1660, iter_0: news_4715, news_3563, news_2824, news_3947, news_150, news_5606, news_4781, news_2864, news_8643, news_1291, news_683, news_7824, news_1244, news_144, news_4237, news_211, news_5797, news_8189, news_1301, news_4650
U3234, iter_0: news_150, news_2824, news_8189, news_4140, news_3563, news_211, news_4715, news_4237, news_1244, news_195, news_1120, news_144, news_7824, news_7212, news_4083, news_4249, news_1301, news_7242, news_4650, news_2801
U5090, iter_0: news_4715, news_150, news_4781, news_3563, news_2824, news_1291, news_4237, news_1244, news_8189, news_683, news_7824, news_211, news_195, news_5797, news_1301, news_4083, news_8643, news_4249, news_7242, news_2801
U5175, iter_0: news_4715, news_3563, news_5606, news_8643, news_7824, news_4237, news_2824, news_211, news_1244, news_5051, news_683, news_1291, news_4650, news_5797, news_144, news_150, news_2864, news_3947, news_8189, news_4781
U2000, iter_0: news_5884, news_8189, news_4140, news_211, news_1120, news_4249, news_4237, news_1291, news_2824, news_195, news_1244, news_2864, news_8308, news_4083, news_3947, news_150, news_7242, news_5606, news_4781, news_5051
U5833, iter_0: news_5884, news_4140, news_8189, news_2824, news_3947, news_2864, news_150, news_211, news_1291, news_5051, news_1120, news_195, news_4237, news_4781, news_1244, news_3563, news_4249, news_5606, news_4083, news_7212
U3533, iter_0: news_3947, news_150, news_2864, news_8189, news_2824, news_5884, news_1291, news_4237, news_1244, news_4715, news_5606, news_4083, news_7824, news_4249, news_1301, news_7242, news_683, news_4650, news_2801, news_8643
U4164, iter_0: news_2864, news_5051, news_8189, news_4140, news_2824, news_4781, news_1291, news_5884, news_211, news_1244, news_5606, news_144, news_7212, news_4249, news_1301, news_683, news_4650, news_5797, news_8308, news_8643
U1887, iter_0: news_3947, news_150, news_2864, news_4781, news_2824, news_8189, news_1291, news_4715, news_3563, news_5884, news_211, news_4237, news_1244, news_7824, news_4083, news_683, news_1301, news_7242, news_4249, news_8643
U5743, iter_0: news_3947, news_150, news_5051, news_2864, news_4781, news_2824, news_4140, news_8189, news_1291, news_3563, news_4715, news_5884, news_195, news_211, news_1120, news_4237, news_1244, news_144, news_7212, news_5606
U4614, iter_0: news_2824, news_8189, news_5051, news_3563, news_3947, news_211, news_1291, news_4715, news_2864, news_5606, news_4237, news_1244, news_5884, news_4781, news_7824, news_4140, news_195, news_144, news_1120, news_4249
U915, iter_0: news_4375, news_4103, news_8189, news_911, news_376, news_5002, news_6154, news_8479, news_8444, news_958, news_553, news_557, news_2950, news_150, news_6543, news_623, news_4260, news_2573, news_4190, news_4237
U6193, iter_0: news_8189, news_5884, news_2824, news_4140, news_3947, news_5051, news_2864, news_150, news_211, news_1291, news_4237, news_3563, news_195, news_1244, news_1120, news_4781, news_5606, news_4715, news_7824, news_4249
U5514, iter_0: news_8189, news_5884, news_211, news_2824, news_4140, news_1291, news_4237, news_1244, news_2864, news_3947, news_5051, news_150, news_3563, news_5606, news_1120, news_195, news_4249, news_7824, news_4781, news_4715
U962, iter_0: news_8189, news_5884, news_4140, news_2824, news_211, news_3947, news_2864, news_1291, news_150, news_5051, news_1120, news_195, news_4237, news_1244, news_3563, news_4781, news_5606, news_4249, news_4715, news_7824
U1571, iter_0: news_4715, news_3563, news_5606, news_683, news_5051, news_5797, news_7824, news_8643, news_4237, news_144, news_2824, news_3947, news_2864, news_1244, news_150, news_4781, news_4650, news_1301, news_1291, news_211
U3282, iter_0: news_4715, news_3947, news_150, news_4781, news_2864, news_5051, news_1291, news_3563, news_2824, news_211, news_4237, news_1244, news_8189, news_5606, news_7824, news_4140, news_195, news_144, news_683, news_5884
U6179, iter_0: news_3947, news_150, news_2864, news_5051, news_4781, news_2824, news_1291, news_8189, news_4140, news_211, news_4715, news_3563, news_5884, news_4237, news_1244, news_195, news_1120, news_5606, news_7824, news_144
U956, iter_0: news_4140, news_8189, news_3947, news_2824, news_150, news_211, news_5051, news_4237, news_4249, news_5606, news_4083, news_7212, news_4715, news_144, news_7242, news_1301, news_4650, news_683, news_8643, news_4681
U3343, iter_0: news_8189, news_5884, news_4140, news_150, news_5051, news_211, news_1291, news_4237, news_195, news_1120, news_3563, news_1244, news_4715, news_4249, news_7824, news_4083, news_144, news_7212, news_1301, news_7242
U3601, iter_0: news_4715, news_5797, news_144, news_4237, news_2824, news_1301, news_8308, news_4083, news_150, news_2864, news_7212, news_5884, news_4650, news_4681, news_3491, news_4249, news_7242, news_8189, news_7824, news_211
U4090, iter_0: news_4715, news_4266, news_683, news_5797, news_5752, news_8643, news_144, news_4781, news_3563, news_7824, news_5051, news_4681, news_5606, news_3947, news_1301, news_150, news_7212, news_3491, news_4650, news_2801
U939, iter_0: news_4715, news_8643, news_3563, news_5797, news_5606, news_144, news_4781, news_5752, news_1244, news_2864, news_150, news_4681, news_2824, news_1301, news_1291, news_4237, news_211, news_2801, news_4083, news_7242
U645, iter_0: news_553, news_8643, news_378, news_8444, news_5193, news_1374, news_884, news_4715, news_4237, news_4681, news_454, news_4249, news_8258, news_6717, news_4071, news_7112, news_4384, news_3976, news_6544, news_1301
U4059, iter_0: news_5051, news_2864, news_2824, news_1291, news_3563, news_5884, news_144, news_7242, news_4249, news_5797, news_8643, news_4681, news_3947, news_150, news_4781, news_4140, news_8189, news_4715, news_195, news_211
U5307, iter_0: news_4715, news_5051, news_3947, news_150, news_4781, news_2864, news_3563, news_2824, news_1291, news_1244, news_144, news_5606, news_683, news_4237, news_211, news_7824, news_8189, news_5797, news_195, news_7212
U1058, iter_0: news_150, news_8189, news_4781, news_4715, news_3563, news_1291, news_4237, news_211, news_5884, news_195, news_4083, news_1301, news_4249, news_683, news_7242, news_5797, news_4650, news_8308, news_5752, news_8643
U6467, iter_0: news_5884, news_8189, news_150, news_2864, news_1291, news_211, news_1120, news_195, news_4237, news_4249, news_4083, news_4715, news_1301, news_7242, news_8308, news_4650, news_683, news_5797, news_8643, news_4681
U1110, iter_0: news_4715, news_4781, news_3947, news_5051, news_150, news_3563, news_2864, news_1291, news_683, news_2824, news_144, news_1244, news_7824, news_5606, news_4237, news_211, news_5797, news_7212, news_8643, news_1301
U2552, iter_0: news_3947, news_150, news_5051, news_4781, news_2864, news_4715, news_2824, news_1291, news_3563, news_4140, news_8189, news_1244, news_144, news_4237, news_195, news_211, news_5606, news_7212, news_7824, news_1120
U5473, iter_0: news_4140, news_8189, news_5884, news_3947, news_2824, news_150, news_2864, news_5051, news_1291, news_211, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_4249, news_4083, news_5606, news_7212
U458, iter_0: news_8189, news_2824, news_211, news_5884, news_5051, news_3563, news_1291, news_150, news_2864, news_3947, news_5606, news_4237, news_4140, news_1244, news_4715, news_195, news_7824, news_4781, news_1120, news_8643
U707, iter_0: news_4140, news_8189, news_5884, news_3947, news_150, news_2824, news_2864, news_5051, news_1291, news_211, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_4249, news_4083, news_5606, news_7212
U3873, iter_0: news_8189, news_4140, news_211, news_2824, news_1120, news_2864, news_4237, news_150, news_4249, news_5606, news_4083, news_7242, news_1301, news_4715, news_144, news_4681, news_8643, news_683, news_5797, news_3491
U3745, iter_0: news_5051, news_150, news_2864, news_4715, news_2824, news_1291, news_8189, news_4237, news_195, news_211, news_7212, news_5606, news_683, news_5884, news_4083, news_1301, news_7242, news_4249, news_2801, news_4650
U3866, iter_0: news_5051, news_3563, news_3947, news_2824, news_150, news_2864, news_1291, news_4781, news_5606, news_1244, news_211, news_4237, news_7824, news_683, news_8189, news_144, news_8643, news_5797, news_1301, news_195
U1473, iter_0: news_3947, news_4715, news_1291, news_5051, news_2824, news_2864, news_3563, news_1244, news_4237, news_8189, news_150, news_211, news_4781, news_5606, news_7824, news_5884, news_4249, news_4140, news_144, news_1301
U3888, iter_0: news_3947, news_4781, news_4715, news_1291, news_150, news_3563, news_2864, news_2824, news_1244, news_4237, news_211, news_683, news_8189, news_7824, news_1301, news_8643, news_4249, news_4140, news_4083, news_5752
U4282, iter_0: news_4715, news_5051, news_3563, news_150, news_2864, news_1291, news_4237, news_683, news_7824, news_211, news_8189, news_1301, news_8643, news_4650, news_4249, news_4083, news_5752, news_4140, news_4681, news_7242
U2160, iter_0: news_8189, news_2824, news_5051, news_3947, news_2864, news_5884, news_150, news_4140, news_211, news_4237, news_1291, news_3563, news_195, news_4715, news_5606, news_1244, news_4781, news_1120, news_4249, news_7824
U950, iter_0: news_2824, news_8189, news_1291, news_211, news_3563, news_5051, news_4715, news_3947, news_4237, news_1244, news_5606, news_2864, news_150, news_5884, news_7824, news_4781, news_4140, news_195, news_4249, news_8643
U5551, iter_0: news_4715, news_8643, news_211, news_8189, news_4237, news_1244, news_1291, news_150, news_2864, news_195, news_4249, news_8308, news_7242, news_2801, news_2824, news_4083, news_4266, news_3563, news_5884, news_4681
U159, iter_0: news_4715, news_683, news_8643, news_7824, news_5797, news_4237, news_4681, news_211, news_5051, news_1301, news_3947, news_2864, news_150, news_5752, news_4249, news_4083, news_7212, news_7242, news_8189, news_1120
U1204, iter_0: news_4140, news_8189, news_150, news_2864, news_211, news_1291, news_1120, news_4781, news_4237, news_4249, news_4083, news_7824, news_4715, news_7242, news_1301, news_8308, news_8643, news_4681, news_5752, news_3947
U697, iter_0: news_3947, news_5051, news_150, news_2864, news_2824, news_8189, news_4140, news_1291, news_5884, news_4781, news_211, news_3563, news_4715, news_4237, news_1244, news_195, news_1120, news_5606, news_144, news_7824
U970, iter_0: news_3947, news_5051, news_4715, news_2824, news_1291, news_2864, news_150, news_3563, news_4781, news_8189, news_1244, news_4237, news_211, news_5606, news_7824, news_5884, news_4140, news_144, news_683, news_195
U681, iter_0: news_3947, news_5051, news_2864, news_4781, news_3563, news_2824, news_1291, news_1244, news_8189, news_211, news_5606, news_144, news_683, news_7824, news_4140, news_195, news_7212, news_1301, news_5797, news_5884
U3396, iter_0: news_3947, news_150, news_5051, news_8189, news_4781, news_5884, news_4715, news_4237, news_195, news_1120, news_7212, news_4083, news_4249, news_1301, news_683, news_7242, news_4650, news_8643, news_2801, news_8308
U6218, iter_0: news_150, news_2824, news_8189, news_4781, news_4140, news_211, news_4715, news_3563, news_4237, news_195, news_5606, news_4083, news_4249, news_1301, news_7242, news_8308, news_8643, news_4681, news_5752, news_4266
U2574, iter_0: news_8189, news_4140, news_5884, news_2824, news_3947, news_2864, news_150, news_5051, news_211, news_1291, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_5606, news_4249, news_4715, news_4083
U530, iter_0: news_4715, news_5051, news_150, news_3563, news_2824, news_4237, news_5606, news_8189, news_211, news_144, news_1301, news_195, news_7212, news_4083, news_4249, news_5884, news_8643, news_4650, news_7242, news_5752
U4335, iter_0: news_553, news_378, news_8643, news_8444, news_4715, news_3976, news_911, news_8479, news_7112, news_4722, news_8258, news_4071, news_2950, news_5303, news_4237, news_1265, news_6659, news_427, news_454, news_1374
U4936, iter_0: news_4715, news_4781, news_683, news_3563, news_3947, news_5051, news_150, news_144, news_5797, news_7824, news_8643, news_2864, news_1291, news_5606, news_4266, news_1244, news_5752, news_1301, news_4237, news_2824
U6067, iter_0: news_5884, news_8189, news_4140, news_2824, news_3947, news_2864, news_150, news_211, news_1291, news_5051, news_1120, news_195, news_4237, news_4781, news_3563, news_4249, news_5606, news_4083, news_4715, news_7824
U4603, iter_0: news_150, news_2864, news_8189, news_5051, news_2824, news_4781, news_211, news_4237, news_1244, news_1120, news_4715, news_7212, news_4083, news_4249, news_1301, news_683, news_7242, news_8643, news_4681, news_5752
U4456, iter_0: news_4715, news_683, news_5797, news_8643, news_4681, news_5752, news_4266, news_7824, news_3563, news_5606, news_144, news_4650, news_1301, news_2801, news_4781, news_4237, news_3491, news_4249, news_1244, news_8308
U5326, iter_0: news_8189, news_150, news_5051, news_1291, news_4781, news_4237, news_1244, news_5606, news_4715, news_4249, news_7824, news_4083, news_7212, news_1301, news_7242, news_8643, news_5797, news_4681, news_5752, news_3491
U53, iter_0: news_4249, news_4237, news_8308, news_4715, news_1301, news_3563, news_8189, news_7242, news_4681, news_8643, news_2824, news_5884, news_683, news_4083, news_5752, news_5051, news_2864, news_150, news_4781, news_7212
U4209, iter_0: news_3947, news_4140, news_8189, news_150, news_2864, news_5051, news_2824, news_5884, news_1291, news_4781, news_211, news_4237, news_3563, news_1120, news_1244, news_195, news_4715, news_5606, news_4249, news_4083
U2809, iter_0: news_4715, news_5051, news_1291, news_150, news_1244, news_4237, news_2824, news_683, news_5797, news_211, news_1301, news_8643, news_4650, news_4249, news_8189, news_4083, news_5752, news_4681, news_2801, news_1120
U4718, iter_0: news_8189, news_2864, news_150, news_1291, news_1120, news_4237, news_4781, news_3563, news_5606, news_4249, news_4715, news_4083, news_1301, news_7242, news_4650, news_8308, news_683, news_2801, news_8643, news_4681
U709, iter_0: news_4715, news_8643, news_3563, news_7824, news_5051, news_1244, news_4237, news_150, news_5797, news_8189, news_1301, news_4681, news_5752, news_4249, news_4083, news_7242, news_5884, news_8308, news_5606, news_2824
U6133, iter_0: news_8189, news_4140, news_3947, news_150, news_2864, news_5051, news_211, news_1291, news_1120, news_4237, news_1244, news_4715, news_4249, news_7824, news_4083, news_144, news_1301, news_7242, news_8308, news_8643
U6307, iter_0: news_3947, news_150, news_2864, news_5051, news_2824, news_4781, news_4140, news_8189, news_1291, news_3563, news_4715, news_5884, news_211, news_4237, news_1244, news_195, news_1120, news_144, news_5606, news_7212
U5969, iter_0: news_3947, news_8189, news_150, news_2864, news_4140, news_4237, news_1244, news_4715, news_5606, news_4249, news_4083, news_7212, news_1301, news_7242, news_2801, news_8643, news_4681, news_5752, news_2824, news_5051
U1447, iter_0: news_8189, news_5884, news_2824, news_4140, news_211, news_1291, news_3947, news_150, news_5051, news_2864, news_3563, news_195, news_4237, news_1244, news_4781, news_1120, news_5606, news_4715, news_7824, news_4249
U3426, iter_0: news_4715, news_3563, news_4237, news_3947, news_5606, news_2864, news_150, news_683, news_8189, news_8643, news_4249, news_4650, news_4681, news_1301, news_5884, news_4083, news_1120, news_5752, news_7242, news_1244
U321, iter_0: news_3947, news_5051, news_2864, news_2824, news_4781, news_8189, news_4140, news_1291, news_4715, news_3563, news_5884, news_211, news_1244, news_195, news_1120, news_144, news_5606, news_7212, news_7824, news_4083
U5260, iter_0: news_5884, news_8189, news_4140, news_2824, news_3947, news_211, news_2864, news_1291, news_150, news_1120, news_5051, news_195, news_4237, news_1244, news_4781, news_3563, news_4249, news_5606, news_4083, news_7824
U5987, iter_0: news_3947, news_8189, news_2824, news_5051, news_150, news_1291, news_4237, news_5884, news_4140, news_1244, news_4715, news_4781, news_5606, news_4249, news_195, news_7824, news_1301, news_4083, news_7212, news_4650
U170, iter_0: news_4715, news_3563, news_5606, news_5051, news_2824, news_8643, news_7824, news_683, news_4237, news_1244, news_211, news_1291, news_2864, news_3947, news_150, news_144, news_5797, news_4781, news_4650, news_8189
U3794, iter_0: news_3563, news_5606, news_7824, news_683, news_1244, news_211, news_1291, news_4650, news_5797, news_2824, news_5051, news_4781, news_1301, news_144, news_4249, news_3947, news_2864, news_5752, news_8189, news_4083
U1866, iter_0: news_4715, news_4266, news_8643, news_5752, news_5051, news_1301, news_150, news_4681, news_2864, news_4650, news_4237, news_2801, news_1291, news_4083, news_7242, news_4249, news_3491, news_8308, news_8189, news_4140
U2548, iter_0: news_8189, news_5884, news_4140, news_2824, news_211, news_1291, news_3947, news_2864, news_150, news_4237, news_5051, news_1244, news_4781, news_3563, news_1120, news_195, news_4249, news_4715, news_5606, news_7824
U5664, iter_0: news_4715, news_4681, news_8643, news_5193, news_7155, news_5752, news_5646, news_1374, news_2347, news_7200, news_1301, news_1180, news_4629, news_4249, news_5303, news_571, news_1073, news_6544, news_1659, news_4237
U3142, iter_0: news_8189, news_150, news_5051, news_1120, news_195, news_4237, news_4781, news_1244, news_3563, news_5606, news_4249, news_4715, news_4083, news_7824, news_7212, news_144, news_1301, news_7242, news_4650, news_2801
U1230, iter_0: news_4140, news_5884, news_8189, news_3947, news_2824, news_150, news_2864, news_1291, news_5051, news_211, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_4249, news_4083, news_5606, news_7212
U2069, iter_0: news_4715, news_4266, news_5752, news_8643, news_4781, news_4681, news_1301, news_4237, news_150, news_2864, news_2801, news_7212, news_1291, news_4083, news_4249, news_2824, news_3491, news_7242, news_211, news_8189
U1162, iter_0: news_5884, news_8189, news_4140, news_3947, news_2824, news_211, news_2864, news_1291, news_150, news_5051, news_4237, news_1120, news_1244, news_4781, news_195, news_3563, news_4249, news_5606, news_4715, news_4083
U3296, iter_0: news_4715, news_3563, news_5606, news_8643, news_5051, news_7824, news_683, news_2824, news_4237, news_4781, news_1291, news_3947, news_1244, news_150, news_144, news_2864, news_211, news_5797, news_4650, news_1301
U2135, iter_0: news_8189, news_4249, news_4083, news_1301, news_7242, news_5752, news_5641, news_8386, news_6117, news_8582, news_8489, news_3372, news_660, news_6641, news_4375, news_6686, news_5572, news_7811, news_3905, news_1152
U343, iter_0: news_4715, news_3947, news_5051, news_150, news_2864, news_3563, news_2824, news_1291, news_4237, news_7824, news_5606, news_1301, news_5752, news_4083, news_8643, news_7242, news_8189, news_4650, news_4249, news_1120
U1923, iter_0: news_8189, news_5884, news_4140, news_2824, news_3947, news_150, news_2864, news_211, news_5051, news_1291, news_195, news_1120, news_4237, news_4781, news_1244, news_3563, news_5606, news_4715, news_4249, news_7824
U1952, iter_0: news_8189, news_2824, news_211, news_5051, news_5884, news_1291, news_3563, news_150, news_3947, news_2864, news_5606, news_4237, news_4140, news_1244, news_4715, news_195, news_4781, news_7824, news_1120, news_8643
U1159, iter_0: news_8643, news_4715, news_3563, news_7824, news_2824, news_5051, news_683, news_4237, news_1291, news_8189, news_150, news_1301, news_4781, news_4681, news_4249, news_5752, news_4083, news_5884, news_7242, news_1120
U1656, iter_0: news_5884, news_8189, news_4140, news_211, news_2824, news_1120, news_1291, news_2864, news_3947, news_150, news_4237, news_195, news_5051, news_1244, news_4781, news_4249, news_3563, news_5606, news_4083, news_7824
U2073, iter_0: news_4715, news_5051, news_3947, news_150, news_4781, news_2864, news_3563, news_683, news_2824, news_144, news_1291, news_5606, news_7824, news_1244, news_5797, news_4237, news_8643, news_4266, news_7212, news_211
U4299, iter_0: news_4715, news_5606, news_3563, news_8643, news_7824, news_4237, news_211, news_683, news_1244, news_2824, news_5051, news_1291, news_5797, news_4650, news_144, news_1301, news_4681, news_4781, news_2864, news_150
U2386, iter_0: news_8189, news_5884, news_2824, news_211, news_4140, news_1291, news_2864, news_5051, news_4237, news_3947, news_150, news_1244, news_3563, news_5606, news_195, news_1120, news_4715, news_7824, news_4781, news_4249
U5191, iter_0: news_3947, news_150, news_2864, news_8189, news_2824, news_5051, news_1291, news_4140, news_211, news_5884, news_4781, news_3563, news_4237, news_4715, news_1244, news_1120, news_195, news_5606, news_7824, news_4249
U203, iter_0: news_3947, news_8189, news_2824, news_4237, news_1291, news_5051, news_150, news_2864, news_211, news_4715, news_5884, news_3563, news_1244, news_4781, news_4140, news_5606, news_4249, news_7824, news_1301, news_4083
U2206, iter_0: news_3947, news_4715, news_5051, news_150, news_4781, news_2864, news_3563, news_2824, news_1291, news_144, news_1244, news_4237, news_5606, news_683, news_7824, news_211, news_8189, news_195, news_7212, news_4140
U1353, iter_0: news_8189, news_150, news_2824, news_1291, news_4781, news_195, news_1120, news_4237, news_1244, news_4715, news_5606, news_4249, news_7212, news_4083, news_7242, news_1301, news_8308, news_2801, news_4650, news_5797
U265, iter_0: news_3947, news_150, news_2864, news_5051, news_4140, news_2824, news_8189, news_4781, news_1291, news_5884, news_3563, news_211, news_1120, news_195, news_4237, news_4715, news_1244, news_7212, news_144, news_5606
U4302, iter_0: news_4715, news_8643, news_5606, news_3563, news_7824, news_683, news_5797, news_4650, news_4237, news_4681, news_1244, news_211, news_144, news_2824, news_1301, news_5051, news_1291, news_5752, news_4249, news_3491
U5505, iter_0: news_4715, news_4781, news_3947, news_150, news_1291, news_683, news_144, news_1244, news_4237, news_7824, news_5606, news_5797, news_195, news_8189, news_1301, news_4083, news_4266, news_8643, news_4140, news_4650
U1986, iter_0: news_8189, news_5884, news_2824, news_4140, news_211, news_3947, news_5051, news_150, news_2864, news_1291, news_3563, news_195, news_4237, news_1244, news_4781, news_1120, news_5606, news_4715, news_7824, news_4249
U2011, iter_0: news_4715, news_3563, news_2824, news_3947, news_1291, news_5051, news_4237, news_150, news_211, news_1244, news_5606, news_2864, news_8189, news_4781, news_7824, news_4249, news_683, news_144, news_8643, news_5884
U2392, iter_0: news_150, news_2864, news_5051, news_2824, news_4715, news_8189, news_4140, news_4237, news_5884, news_195, news_5606, news_1120, news_7824, news_7212, news_683, news_4083, news_4249, news_1301, news_7242, news_8643
U3003, iter_0: news_4375, news_4103, news_8189, news_911, news_6666, news_7112, news_8444, news_553, news_3976, news_958, news_557, news_2950, news_6659, news_150, news_427, news_5042, news_4237, news_6543, news_1265, news_2951
U6125, iter_0: news_4715, news_5051, news_3947, news_3563, news_2864, news_2824, news_150, news_1291, news_1244, news_4781, news_4237, news_5606, news_211, news_7824, news_683, news_8189, news_144, news_5797, news_1301, news_8643
U3016, iter_0: news_4715, news_8643, news_5606, news_683, news_3563, news_7824, news_5797, news_4650, news_1244, news_4237, news_144, news_4681, news_5051, news_211, news_2824, news_1291, news_1301, news_5752, news_4781, news_4249
U761, iter_0: news_4140, news_8189, news_5884, news_3947, news_2824, news_2864, news_150, news_211, news_1291, news_5051, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_5606, news_4249, news_4083, news_4715
U3868, iter_0: news_4715, news_5051, news_3947, news_2864, news_3563, news_150, news_2824, news_4781, news_5606, news_1291, news_4237, news_1244, news_211, news_7824, news_144, news_683, news_8189, news_5797, news_1301, news_8643
U1950, iter_0: news_5884, news_4140, news_8189, news_3947, news_2824, news_2864, news_150, news_1291, news_211, news_5051, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_4249, news_5606, news_7212, news_4715
U3172, iter_0: news_4140, news_8189, news_5884, news_3947, news_2824, news_2864, news_150, news_5051, news_1291, news_211, news_1120, news_195, news_4781, news_4237, news_1244, news_3563, news_5606, news_4715, news_4249, news_4083
U559, iter_0: news_8189, news_5884, news_2824, news_4140, news_211, news_3947, news_2864, news_5051, news_150, news_1291, news_4237, news_1244, news_3563, news_195, news_1120, news_5606, news_4781, news_4715, news_4249, news_7824
