U1085, iter_0: news_150, news_2864, news_5797, news_4249, news_5606, news_4083, news_8643, news_4237, news_1244, news_1120, news_2824, news_195, news_5752, news_4781, news_7242, news_4140, news_8308, news_683, news_144, news_4715
U3251, iter_0: news_1477, news_7112, news_6666, news_8143, news_7200, news_958, news_8444, news_8468, news_623, news_6543, news_6703, news_4715, news_6659, news_8258, news_4722, news_5193, news_6452, news_5196, news_4581, news_8189
U112, iter_0: news_8189, news_4715, news_4140, news_150, news_5606, news_7824, news_3563, news_4781, news_195, news_1291, news_4237, news_5752, news_4249, news_7242, news_1244, news_3947, news_4083, news_144, news_2801, news_8643
U1287, iter_0: news_5884, news_5606, news_4140, news_4083, news_2864, news_195, news_8308, news_5752, news_3563, news_2824, news_1301, news_3491, news_8189, news_1291, news_683, news_4715, news_7242, news_144, news_1120, news_3947
U1503, iter_0: news_8643, news_4681, news_1301, news_8308, news_7212, news_5752, news_3491, news_1120, news_144, news_1291, news_4715, news_2864, news_150, news_8189, news_7242, news_1244, news_4781, news_4237, news_4249, news_4083
U3605, iter_0: news_5654, news_6315, news_7166, news_5002, news_4715, news_5193, news_4103, news_376, news_8409, news_4681, news_796, news_1477, news_4190, news_2950, news_6421, news_623, news_1288, news_3937, news_5752, news_8189
U3275, iter_0: news_5884, news_5051, news_2824, news_150, news_3563, news_4140, news_8189, news_4715, news_5752, news_1291, news_4681, news_1301, news_4266, news_7242, news_4083, news_5606, news_4249, news_8643, news_3491, news_4237
U2191, iter_0: news_211, news_7824, news_144, news_8308, news_4681, news_5606, news_1301, news_5752, news_1244, news_4237, news_7212, news_683, news_1120, news_5884, news_3491, news_5797, news_2801, news_1291, news_8643, news_4083
U2604, iter_0: news_1291, news_4681, news_4237, news_4715, news_1244, news_5051, news_4781, news_7242, news_8643, news_4249, news_5752, news_5606, news_5797, news_8189, news_1301, news_7824, news_211, news_2824, news_8308, news_4650
U3220, iter_0: news_8479, news_3976, news_8444, news_427, news_1477, news_5303, news_7200, news_958, news_5193, news_7112, news_4722, news_5646, news_1265, news_5507, news_2573, news_8189, news_1288, news_5632, news_911, news_6717
U2895, iter_0: news_3947, news_5797, news_5051, news_5884, news_2824, news_150, news_2864, news_1291, news_4681, news_211, news_8308, news_3563, news_7824, news_4715, news_8189, news_5752, news_1301, news_4140, news_195, news_8643
U3815, iter_0: news_2824, news_5884, news_3947, news_4140, news_150, news_3563, news_5051, news_8189, news_5797, news_195, news_211, news_2864, news_4715, news_1291, news_7824, news_4781, news_5752, news_5606, news_4266, news_4249
U5682, iter_0: news_8643, news_4681, news_3563, news_4715, news_5752, news_7824, news_5797, news_1301, news_2824, news_3947, news_8308, news_8189, news_4237, news_4140, news_150, news_7242, news_5606, news_4249, news_4650, news_195
U3517, iter_0: news_5884, news_2824, news_8189, news_4715, news_5752, news_150, news_2864, news_5797, news_7242, news_5606, news_4249, news_4083, news_4681, news_1244, news_1301, news_4237, news_8308, news_5051, news_1120, news_2801
U44, iter_0: news_1291, news_5884, news_8308, news_3563, news_7824, news_2864, news_4681, news_4140, news_5606, news_2824, news_5797, news_5752, news_1301, news_4715, news_5051, news_211, news_4266, news_195, news_150, news_4083
U4658, iter_0: news_5051, news_7824, news_8643, news_211, news_7212, news_5797, news_8308, news_4681, news_1301, news_5752, news_4266, news_3563, news_1244, news_144, news_5606, news_1120, news_5884, news_150, news_2801, news_3491
U6199, iter_0: news_8189, news_150, news_4140, news_4715, news_5051, news_3563, news_4781, news_195, news_5797, news_5752, news_2864, news_211, news_4249, news_7242, news_4237, news_1301, news_8643, news_4083, news_4681, news_2801
U335, iter_0: news_8189, news_195, news_4715, news_150, news_5884, news_7242, news_4249, news_5752, news_4083, news_4237, news_4681, news_1301, news_8643, news_211, news_144, news_683, news_7212, news_3947, news_5051, news_4140
U3941, iter_0: news_8468, news_6666, news_5002, news_7112, news_4722, news_6315, news_5303, news_454, news_1477, news_5654, news_958, news_6154, news_3976, news_427, news_8627, news_5193, news_7200, news_8479, news_7119, news_623
U4126, iter_0: news_150, news_4781, news_1291, news_4715, news_2824, news_3947, news_8189, news_1244, news_5797, news_7824, news_5051, news_8643, news_2864, news_4249, news_4681, news_7242, news_4266, news_4237, news_211, news_3563
U3298, iter_0: news_150, news_1291, news_2824, news_5797, news_4715, news_1244, news_7824, news_4781, news_3947, news_2864, news_4681, news_211, news_8189, news_5884, news_4266, news_5051, news_8643, news_195, news_7242, news_5752
U185, iter_0: news_2864, news_195, news_4083, news_3491, news_5884, news_4266, news_150, news_5051, news_8308, news_3947, news_5752, news_3563, news_1120, news_4140, news_4681, news_5797, news_4715, news_7242, news_4650, news_1301
U3302, iter_0: news_3563, news_8643, news_7824, news_4140, news_8189, news_1301, news_5752, news_8308, news_150, news_4715, news_4781, news_5606, news_195, news_7242, news_4249, news_5797, news_4681, news_3947, news_4266, news_5051
U4313, iter_0: news_4715, news_3947, news_2824, news_5884, news_150, news_8189, news_5051, news_2864, news_5797, news_1291, news_195, news_5752, news_7824, news_3563, news_4681, news_7242, news_4781, news_4140, news_4249, news_211
U4245, iter_0: news_5752, news_8189, news_1301, news_4083, news_7242, news_4249, news_2389, news_656, news_6689, news_4126, news_7078, news_2301, news_6277, news_1918, news_7656, news_7354, news_7835, news_6748, news_8459, news_2503
U4420, iter_0: news_3947, news_5884, news_150, news_3563, news_4715, news_8189, news_5797, news_4140, news_5752, news_1291, news_4681, news_1301, news_7242, news_211, news_4266, news_7824, news_4083, news_4249, news_5606, news_8643
U2077, iter_0: news_5884, news_3947, news_5051, news_150, news_4715, news_8189, news_3563, news_211, news_5752, news_4681, news_4083, news_8308, news_7242, news_4249, news_1301, news_3491, news_4237, news_8643, news_7212, news_195
U1592, iter_0: news_4375, news_2573, news_8468, news_1288, news_8189, news_427, news_6055, news_4715, news_4103, news_7166, news_3937, news_376, news_3976, news_5832, news_623, news_4190, news_2950, news_5632, news_5752, news_7242
U3512, iter_0: news_2824, news_3947, news_8189, news_2864, news_4715, news_150, news_195, news_4140, news_4083, news_4249, news_3563, news_7242, news_683, news_5752, news_4237, news_144, news_1244, news_4681, news_7824, news_1120
U4551, iter_0: news_4140, news_3563, news_8189, news_7824, news_4237, news_4249, news_5752, news_8643, news_4781, news_150, news_1244, news_1301, news_7242, news_4083, news_4715, news_2801, news_3947, news_1120, news_4650, news_5797
U6464, iter_0: news_211, news_7212, news_5606, news_5884, news_683, news_144, news_1120, news_2824, news_3491, news_4237, news_1244, news_4083, news_1301, news_8308, news_2801, news_5752, news_4681, news_5797, news_4249, news_7824
U941, iter_0: news_8643, news_5051, news_150, news_3947, news_4715, news_1291, news_1244, news_8189, news_4681, news_4237, news_5797, news_2824, news_4249, news_7824, news_3563, news_7242, news_4650, news_2864, news_4266, news_5752
U2120, iter_0: news_1291, news_150, news_5051, news_3947, news_3563, news_2824, news_5797, news_7824, news_8189, news_4781, news_2864, news_4140, news_5752, news_5884, news_195, news_4266, news_7242, news_211, news_8308, news_1301
U1862, iter_0: news_1291, news_4083, news_144, news_2864, news_8308, news_683, news_4650, news_4237, news_2801, news_5752, news_7242, news_1301, news_1120, news_4715, news_4249, news_5884, news_8189, news_2824, news_4681, news_5051
U69, iter_0: news_2824, news_5884, news_211, news_1244, news_5797, news_8189, news_3947, news_4715, news_144, news_4237, news_5752, news_4083, news_7212, news_4249, news_4681, news_195, news_7242, news_4266, news_150, news_2801
U2419, iter_0: news_4715, news_150, news_4781, news_8189, news_1291, news_7824, news_7242, news_4249, news_4237, news_5752, news_4681, news_8643, news_4266, news_4650, news_5884, news_3563, news_211, news_4083, news_5606, news_1301
U2935, iter_0: news_8189, news_150, news_8444, news_1288, news_5002, news_6666, news_623, news_8409, news_5646, news_4715, news_958, news_1477, news_6154, news_5303, news_7200, news_8143, news_5632, news_4249, news_1128, news_911
U2342, iter_0: news_4237, news_1244, news_4650, news_4781, news_2824, news_4249, news_2801, news_211, news_7242, news_4715, news_8189, news_4083, news_5797, news_4681, news_7824, news_8643, news_5884, news_5752, news_1301, news_8308
U4045, iter_0: news_5884, news_2824, news_1291, news_7824, news_211, news_5797, news_4715, news_8189, news_4681, news_2864, news_5051, news_5752, news_5606, news_3947, news_195, news_150, news_4140, news_3563, news_1301, news_8308
U4866, iter_0: news_5606, news_2824, news_5884, news_3947, news_1291, news_2864, news_4140, news_4083, news_8189, news_195, news_4715, news_144, news_3563, news_7242, news_5051, news_683, news_4237, news_3491, news_4249, news_5797
U2237, iter_0: news_5884, news_2824, news_3947, news_2864, news_150, news_195, news_4140, news_3563, news_5797, news_4715, news_1291, news_8189, news_4266, news_5752, news_5051, news_4083, news_211, news_4681, news_8308, news_7242
U578, iter_0: news_8308, news_211, news_1291, news_2824, news_5051, news_4681, news_7212, news_5797, news_2864, news_1301, news_5606, news_7824, news_3563, news_5752, news_4140, news_683, news_144, news_4266, news_1120, news_4083
U2277, iter_0: news_5884, news_2824, news_2864, news_211, news_3947, news_4140, news_195, news_8189, news_5797, news_4083, news_4715, news_5606, news_5752, news_683, news_3563, news_150, news_1120, news_4266, news_7242, news_4249
U4079, iter_0: news_3947, news_8189, news_4715, news_4140, news_195, news_7242, news_150, news_5606, news_5051, news_5752, news_4083, news_4237, news_1244, news_4681, news_4650, news_8643, news_144, news_1301, news_8308, news_7212
U4565, iter_0: news_8189, news_5752, news_1301, news_7242, news_4083, news_4249, news_396, news_5271, news_6309, news_7800, news_1903, news_4987, news_6057, news_8404, news_5484, news_5967, news_4206, news_925, news_6588, news_6021
U267, iter_0: news_5884, news_8308, news_2864, news_7212, news_5606, news_4083, news_2824, news_1301, news_683, news_1291, news_3491, news_5752, news_4681, news_5051, news_1120, news_211, news_144, news_5797, news_4140, news_3563
U1574, iter_0: news_2864, news_4715, news_8308, news_5752, news_8189, news_5606, news_1291, news_5884, news_7242, news_195, news_4083, news_3563, news_4681, news_1301, news_5797, news_2824, news_3491, news_150, news_3947, news_2801
U215, iter_0: news_8189, news_150, news_8643, news_4781, news_4715, news_1244, news_3947, news_4249, news_7242, news_4237, news_7824, news_3563, news_5752, news_2801, news_195, news_5051, news_4650, news_5797, news_4140, news_4266
U1641, iter_0: news_5606, news_1291, news_4140, news_3563, news_2824, news_8189, news_7824, news_683, news_144, news_4715, news_5884, news_5752, news_195, news_4237, news_4781, news_3947, news_4083, news_150, news_4249, news_1244
U3935, iter_0: news_3947, news_150, news_2824, news_5051, news_4715, news_8189, news_1291, news_5884, news_5797, news_4781, news_3563, news_195, news_2864, news_4140, news_7824, news_7242, news_5752, news_4266, news_4681, news_4249
U1668, iter_0: news_8189, news_4715, news_3947, news_7242, news_150, news_195, news_4249, news_5752, news_4237, news_2864, news_4083, news_5606, news_1291, news_7824, news_8643, news_5051, news_5884, news_4266, news_1244, news_1301
U6161, iter_0: news_4650, news_4781, news_4249, news_8189, news_5606, news_8643, news_4715, news_2801, news_1244, news_144, news_5752, news_7824, news_3563, news_3491, news_1291, news_4140, news_1301, news_195, news_4681, news_1120
U4914, iter_0: news_8468, news_427, news_5002, news_5196, news_7112, news_6666, news_557, news_482, news_4715, news_5193, news_5832, news_7166, news_3937, news_8189, news_958, news_1939, news_7200, news_8258, news_454, news_4581
U2823, iter_0: news_4083, news_4140, news_144, news_195, news_7242, news_4715, news_4237, news_5606, news_4650, news_3563, news_4249, news_8189, news_683, news_1120, news_4266, news_5752, news_2801, news_1291, news_4781, news_3491
U1323, iter_0: news_7212, news_2824, news_8308, news_4083, news_4681, news_4140, news_5752, news_1301, news_3563, news_7242, news_4650, news_4715, news_5051, news_195, news_4249, news_4237, news_3947, news_8189, news_8643, news_150
U2435, iter_0: news_5884, news_2824, news_2864, news_1120, news_4083, news_7212, news_144, news_3491, news_5606, news_4140, news_4266, news_8308, news_195, news_211, news_4650, news_2801, news_7242, news_5752, news_3563, news_4249
U2516, iter_0: news_1291, news_8308, news_4681, news_7824, news_5051, news_5884, news_211, news_5797, news_1301, news_5752, news_2864, news_3563, news_150, news_4715, news_2824, news_4140, news_5606, news_4266, news_8643, news_195
U157, iter_0: news_8308, news_1291, news_2864, news_3563, news_5884, news_4681, news_5752, news_1301, news_5606, news_4140, news_4715, news_5797, news_7212, news_2824, news_7824, news_4266, news_8643, news_195, news_3947, news_4083
U1127, iter_0: news_8189, news_3947, news_4715, news_7242, news_195, news_4249, news_5606, news_4781, news_5051, news_4083, news_4237, news_2824, news_4650, news_2864, news_4140, news_5752, news_3563, news_2801, news_1291, news_3491
U5513, iter_0: news_8643, news_4681, news_7824, news_8308, news_211, news_5051, news_1244, news_5797, news_5752, news_1291, news_4781, news_4237, news_4715, news_2801, news_1301, news_4650, news_5606, news_3491, news_7242, news_7212
U2610, iter_0: news_8189, news_4715, news_1244, news_7824, news_5752, news_7242, news_8643, news_4249, news_4237, news_5884, news_4781, news_195, news_1301, news_211, news_150, news_5797, news_4681, news_2824, news_3563, news_3947
U1336, iter_0: news_8189, news_5884, news_2824, news_4715, news_195, news_5752, news_3563, news_4249, news_7242, news_4083, news_4237, news_150, news_4781, news_1301, news_1291, news_3491, news_2801, news_4681, news_211, news_8308
U2324, iter_0: news_3947, news_2824, news_4715, news_2864, news_8189, news_150, news_5884, news_195, news_5051, news_5797, news_7242, news_1291, news_3563, news_4781, news_5752, news_4083, news_4249, news_4140, news_4266, news_4681
U2698, iter_0: news_8189, news_4237, news_4715, news_4249, news_7242, news_4650, news_4083, news_4781, news_2801, news_5752, news_3947, news_144, news_2824, news_4140, news_195, news_1291, news_683, news_1301, news_8643, news_150
U3321, iter_0: news_2864, news_4715, news_8189, news_5606, news_4083, news_195, news_1291, news_7242, news_5884, news_2824, news_5752, news_4249, news_3947, news_4140, news_4237, news_3563, news_683, news_4650, news_150, news_3491
U3715, iter_0: news_3947, news_5051, news_150, news_2824, news_5884, news_4715, news_5797, news_195, news_2864, news_211, news_7824, news_1291, news_5752, news_4781, news_4681, news_7242, news_3563, news_4140, news_1301, news_4266
U2520, iter_0: news_195, news_5606, news_3947, news_4083, news_4715, news_2864, news_8189, news_1291, news_5752, news_7242, news_4249, news_150, news_4237, news_4781, news_1301, news_8308, news_7824, news_4681, news_211, news_1244
U1191, iter_0: news_5606, news_5884, news_4083, news_195, news_3947, news_5752, news_2864, news_8308, news_1301, news_8189, news_3491, news_1120, news_7242, news_4715, news_144, news_4249, news_4237, news_7212, news_4650, news_4681
U200, iter_0: news_7212, news_8643, news_8308, news_1301, news_5606, news_144, news_3563, news_5752, news_1244, news_2801, news_4140, news_683, news_4681, news_1120, news_211, news_7824, news_3491, news_4249, news_4650, news_7242
U367, iter_0: news_4237, news_4249, news_5606, news_144, news_4140, news_4083, news_1244, news_8189, news_7242, news_5752, news_8643, news_3563, news_195, news_1301, news_7212, news_211, news_2824, news_4266, news_4715, news_4681
U679, iter_0: news_150, news_8189, news_3947, news_4781, news_4715, news_4249, news_195, news_7242, news_4237, news_5797, news_8643, news_3563, news_5752, news_2864, news_5884, news_4083, news_1291, news_4681, news_5606, news_1301
U2900, iter_0: news_8189, news_3947, news_150, news_4781, news_5051, news_4715, news_2824, news_7824, news_195, news_4140, news_1244, news_4249, news_3563, news_5797, news_4237, news_8643, news_1291, news_7242, news_5884, news_5752
U2303, iter_0: news_8643, news_150, news_4681, news_4715, news_8308, news_8189, news_1301, news_211, news_4781, news_5752, news_1291, news_3947, news_4266, news_7242, news_7212, news_4249, news_4237, news_5884, news_195, news_4650
U5200, iter_0: news_1244, news_8189, news_150, news_4781, news_7824, news_2824, news_4237, news_4249, news_4715, news_195, news_211, news_3947, news_7242, news_4140, news_5884, news_5797, news_3563, news_5752, news_4266, news_8643
U492, iter_0: news_1244, news_5884, news_7824, news_8308, news_5797, news_4681, news_2864, news_3491, news_2824, news_1301, news_4266, news_7212, news_5752, news_1120, news_4237, news_8643, news_2801, news_144, news_150, news_4249
U5585, iter_0: news_1291, news_5606, news_3563, news_5752, news_8308, news_5051, news_4715, news_1301, news_4681, news_8643, news_4140, news_8189, news_7242, news_7824, news_4083, news_4237, news_4781, news_195, news_2864, news_4249
U6497, iter_0: news_4715, news_264, news_8258, news_5193, news_4237, news_7200, news_2281, news_835, news_4249, news_7242, news_4375, news_5752, news_8643, news_2951, news_7112, news_1128, news_6717, news_150, news_1073, news_8409
U5640, iter_0: news_5884, news_5606, news_2824, news_683, news_4083, news_211, news_8189, news_3491, news_144, news_4140, news_4237, news_2864, news_5752, news_4249, news_1120, news_7242, news_195, news_2801, news_4715, news_1301
U2472, iter_0: news_4715, news_7242, news_5752, news_150, news_4237, news_4083, news_8643, news_4681, news_2098, news_6787, news_885, news_4001, news_6082, news_5682, news_5435, news_402, news_849, news_3494, news_5232, news_1467
U473, iter_0: news_5051, news_8308, news_5752, news_5884, news_2864, news_1301, news_3563, news_4681, news_5606, news_1291, news_4715, news_4140, news_8189, news_5797, news_7824, news_211, news_8643, news_195, news_3947, news_7242
U1449, iter_0: news_4140, news_5884, news_195, news_4083, news_5752, news_2864, news_144, news_1301, news_8189, news_3491, news_7242, news_4715, news_7824, news_4249, news_4681, news_4237, news_2801, news_211, news_150, news_7212
U225, iter_0: news_144, news_683, news_4083, news_4140, news_8189, news_1301, news_1291, news_4237, news_5752, news_7824, news_3563, news_8308, news_2801, news_1120, news_4249, news_3491, news_5884, news_7242, news_4650, news_195
U3070, iter_0: news_150, news_1291, news_5797, news_3947, news_4715, news_2824, news_7824, news_4781, news_5051, news_1244, news_4681, news_2864, news_8643, news_4266, news_3563, news_8189, news_211, news_5884, news_195, news_5752
U1224, iter_0: news_5884, news_2824, news_3947, news_4715, news_2864, news_150, news_8189, news_1291, news_5797, news_5051, news_195, news_5752, news_4140, news_4681, news_3563, news_7824, news_211, news_8308, news_4266, news_7242
U2977, iter_0: news_2824, news_211, news_4681, news_1291, news_150, news_7824, news_1301, news_5752, news_195, news_4715, news_8189, news_8643, news_4083, news_7242, news_4249, news_683, news_144, news_2801, news_4237, news_5051
U4366, iter_0: news_150, news_3947, news_5051, news_2824, news_8189, news_4715, news_3563, news_1291, news_7824, news_5797, news_5884, news_4140, news_195, news_4781, news_5752, news_8643, news_4681, news_211, news_2864, news_7242
U3138, iter_0: news_150, news_1291, news_5051, news_2824, news_3947, news_5797, news_5884, news_4715, news_7824, news_211, news_8189, news_2864, news_4681, news_4781, news_3563, news_195, news_4140, news_5752, news_4266, news_8643
U4828, iter_0: news_5884, news_2864, news_4083, news_2824, news_5606, news_195, news_7242, news_5752, news_4140, news_3947, news_3491, news_683, news_4650, news_1291, news_144, news_3563, news_1120, news_2801, news_5797, news_4266
U6186, iter_0: news_2824, news_2864, news_4140, news_5797, news_4715, news_4083, news_8189, news_5606, news_5752, news_150, news_7242, news_4681, news_4249, news_1301, news_4237, news_7824, news_4650, news_7212, news_8643, news_3947
U43, iter_0: news_8468, news_6717, news_4237, news_5042, news_4581, news_6055, news_5615, news_911, news_7119, news_5303, news_6544, news_5002, news_7242, news_5752, news_8189, news_1002, news_835, news_5193, news_1301, news_1180
U5145, iter_0: news_4715, news_8189, news_4681, news_150, news_1301, news_4237, news_4249, news_8643, news_2939, news_2439, news_164, news_925, news_4159, news_130, news_887, news_4206, news_4579, news_1266, news_6843, news_2819
U5916, iter_0: news_5051, news_2824, news_1291, news_150, news_211, news_5797, news_5884, news_8189, news_7824, news_3947, news_4681, news_2864, news_4781, news_1244, news_195, news_5752, news_7242, news_4249, news_1301, news_5606
U2944, iter_0: news_5884, news_1291, news_8308, news_211, news_5051, news_4681, news_2824, news_3563, news_2864, news_5797, news_4140, news_7824, news_150, news_1301, news_5752, news_4266, news_3947, news_195, news_5606, news_4715
U6333, iter_0: news_5606, news_4237, news_683, news_4650, news_2801, news_4249, news_4083, news_7242, news_5752, news_5884, news_2824, news_8308, news_7824, news_4715, news_1291, news_5051, news_5797, news_3947, news_2864, news_150
U1113, iter_0: news_5654, news_8468, news_7119, news_796, news_5002, news_4722, news_4375, news_6666, news_6315, news_1288, news_7112, news_6452, news_2573, news_5193, news_427, news_1477, news_557, news_4103, news_6055, news_7166
U5494, iter_0: news_5051, news_5884, news_2864, news_8308, news_2824, news_4681, news_5797, news_1291, news_3563, news_5752, news_3947, news_211, news_195, news_4140, news_1301, news_4715, news_4266, news_5606, news_150, news_4083
U4104, iter_0: news_5051, news_3947, news_5884, news_2864, news_2824, news_4715, news_8189, news_150, news_195, news_1291, news_5797, news_3563, news_5752, news_4140, news_7242, news_4681, news_8308, news_4249, news_4083, news_4781
U5035, iter_0: news_1291, news_5884, news_4140, news_5051, news_8308, news_3563, news_7212, news_5606, news_7824, news_1301, news_211, news_2824, news_5797, news_4681, news_5752, news_2864, news_4266, news_683, news_144, news_3947
U3191, iter_0: news_5606, news_4083, news_2864, news_683, news_8189, news_3491, news_144, news_4140, news_5884, news_195, news_7242, news_5752, news_4715, news_4237, news_4650, news_1120, news_4249, news_3563, news_2801, news_2824
U2019, iter_0: news_1291, news_2824, news_3947, news_150, news_2864, news_4715, news_5884, news_5797, news_195, news_3563, news_8189, news_4140, news_5051, news_4781, news_4681, news_4266, news_5752, news_7242, news_4083, news_7824
U5471, iter_0: news_8189, news_8308, news_4781, news_4237, news_5797, news_4681, news_7212, news_4715, news_4140, news_195, news_2864, news_5752, news_4083, news_4650, news_3491, news_683, news_144, news_1291, news_7824, news_5051
U1077, iter_0: news_3563, news_8643, news_7824, news_5752, news_4140, news_1244, news_1301, news_5606, news_1291, news_8308, news_4681, news_4781, news_4237, news_4715, news_4249, news_8189, news_144, news_2801, news_7242, news_150
U4334, iter_0: news_7824, news_5051, news_150, news_1291, news_8308, news_4681, news_5797, news_8643, news_211, news_1301, news_3563, news_5752, news_4715, news_5884, news_8189, news_2864, news_4266, news_2824, news_4781, news_4140
U2774, iter_0: news_1291, news_4681, news_4715, news_7824, news_5797, news_8308, news_2864, news_5752, news_150, news_5884, news_4266, news_2824, news_5051, news_1244, news_3563, news_8643, news_1301, news_211, news_4781, news_7242
U103, iter_0: news_5884, news_683, news_5606, news_2824, news_7212, news_144, news_1120, news_4083, news_2864, news_1291, news_8308, news_211, news_3491, news_5752, news_4140, news_1301, news_4681, news_4266, news_5797, news_7242
U4690, iter_0: news_5051, news_211, news_7212, news_8308, news_4681, news_1301, news_5884, news_8643, news_5797, news_2864, news_3491, news_5752, news_4266, news_7824, news_1120, news_3563, news_2824, news_2801, news_1244, news_683
U172, iter_0: news_4140, news_195, news_8189, news_4083, news_150, news_5752, news_4249, news_2864, news_4715, news_7242, news_683, news_1120, news_4266, news_1291, news_4237, news_4781, news_1301, news_5797, news_2801, news_5051
U332, iter_0: news_8308, news_7212, news_1301, news_683, news_211, news_1120, news_144, news_8643, news_3491, news_2801, news_5752, news_4266, news_2864, news_5606, news_1244, news_5797, news_5884, news_7824, news_4650, news_1291
U5667, iter_0: news_482, news_3976, news_1288, news_150, news_8258, news_6055, news_8444, news_6543, news_1939, news_8468, news_623, news_4715, news_1477, news_454, news_427, news_8627, news_5752, news_5002, news_5646, news_5193
U2181, iter_0: news_1291, news_4715, news_8189, news_4237, news_4781, news_2824, news_7242, news_4249, news_4681, news_5752, news_5884, news_144, news_4083, news_4650, news_8643, news_3947, news_1301, news_150, news_5051, news_4266
U1179, iter_0: news_5051, news_1291, news_8643, news_8308, news_7824, news_3563, news_1301, news_5797, news_5752, news_2864, news_5606, news_4715, news_7212, news_150, news_211, news_4266, news_4140, news_4781, news_144, news_5884
U4501, iter_0: news_2824, news_195, news_4083, news_683, news_1120, news_5797, news_8189, news_3491, news_8308, news_5752, news_5051, news_7212, news_144, news_4715, news_7242, news_4249, news_150, news_1301, news_4681, news_4237
U854, iter_0: news_7824, news_8189, news_5752, news_3563, news_4715, news_4140, news_5606, news_195, news_1301, news_150, news_1291, news_7242, news_4249, news_4681, news_8643, news_2824, news_4237, news_4083, news_3947, news_211
U1169, iter_0: news_2864, news_5884, news_4715, news_8189, news_195, news_5051, news_150, news_7242, news_4083, news_5752, news_3563, news_4249, news_4781, news_4237, news_4681, news_4266, news_1301, news_8308, news_683, news_144
U1338, iter_0: news_5884, news_7212, news_1291, news_211, news_8643, news_5051, news_1301, news_4681, news_2824, news_150, news_3947, news_8308, news_5797, news_7824, news_3563, news_2864, news_1244, news_4781, news_4266, news_4715
U4499, iter_0: news_4715, news_2864, news_8189, news_1291, news_5606, news_3947, news_5051, news_2824, news_7242, news_4781, news_4083, news_4249, news_4650, news_150, news_4237, news_5752, news_195, news_5797, news_4681, news_8308
U1216, iter_0: news_2573, news_7112, news_8189, news_6666, news_6452, news_557, news_4715, news_427, news_6055, news_3976, news_7200, news_6154, news_958, news_553, news_571, news_5646, news_5752, news_6717, news_4083, news_7242
U1889, iter_0: news_4715, news_8189, news_1291, news_4781, news_5797, news_7242, news_3563, news_4249, news_4681, news_5752, news_8643, news_4237, news_1244, news_4083, news_5884, news_211, news_1301, news_2801, news_1120, news_683
U6290, iter_0: news_5752, news_4715, news_4083, news_7242, news_4681, news_150, news_4237, news_8643, news_2123, news_6023, news_761, news_1092, news_4551, news_2507, news_6264, news_6643, news_3930, news_5652, news_4727, news_364
U5971, iter_0: news_211, news_3947, news_5797, news_5884, news_5051, news_2824, news_2864, news_1291, news_3563, news_7824, news_4140, news_8308, news_1301, news_4266, news_5752, news_195, news_8189, news_4781, news_8643, news_7212
U5930, iter_0: news_150, news_8189, news_4715, news_4249, news_8643, news_7242, news_4237, news_195, news_5752, news_5797, news_3563, news_2801, news_4681, news_4140, news_2824, news_2864, news_4650, news_4083, news_5606, news_1301
U671, iter_0: news_8468, news_6666, news_796, news_7119, news_454, news_427, news_4375, news_7166, news_4581, news_5196, news_2950, news_5303, news_5615, news_6717, news_7200, news_623, news_1939, news_5832, news_4083, news_8189
U2273, iter_0: news_3947, news_8189, news_4715, news_2824, news_5884, news_150, news_195, news_5051, news_2864, news_3563, news_4140, news_5752, news_7242, news_5797, news_4781, news_1291, news_4249, news_4083, news_4681, news_4237
U1837, iter_0: news_8189, news_4781, news_3947, news_4715, news_150, news_2824, news_4249, news_1244, news_4237, news_5051, news_7242, news_8643, news_195, news_5797, news_4650, news_2801, news_2864, news_7824, news_1291, news_3563
U5142, iter_0: news_8189, news_2864, news_4140, news_4715, news_3563, news_150, news_5752, news_7242, news_4083, news_4249, news_1291, news_8308, news_4237, news_1301, news_4681, news_3491, news_4650, news_7824, news_2801, news_683
U5765, iter_0: news_482, news_5196, news_8468, news_427, news_2573, news_7119, news_958, news_8258, news_454, news_5632, news_3977, news_4083, news_6315, news_3937, news_6659, news_6717, news_2950, news_5072, news_5752, news_8189
U4829, iter_0: news_4715, news_8189, news_4249, news_4681, news_4237, news_150, news_1301, news_8643, news_2939, news_2737, news_1965, news_4674, news_6602, news_7107, news_3982, news_6178, news_6559, news_6024, news_2732, news_2064
U4215, iter_0: news_4237, news_4083, news_4249, news_8189, news_4715, news_7242, news_4650, news_4781, news_5606, news_144, news_1244, news_1291, news_195, news_2801, news_2864, news_683, news_2824, news_3491, news_1120, news_150
U3263, iter_0: news_8189, news_3947, news_4140, news_4781, news_4715, news_195, news_4237, news_4249, news_3563, news_7242, news_5606, news_2824, news_4083, news_1291, news_5752, news_2801, news_1244, news_4650, news_144, news_8643
U3250, iter_0: news_3947, news_5051, news_150, news_8643, news_211, news_7824, news_8189, news_5797, news_4781, news_2824, news_3563, news_4715, news_5884, news_4681, news_4140, news_195, news_5752, news_1291, news_1301, news_1244
U148, iter_0: news_4237, news_5606, news_7824, news_1244, news_1291, news_8189, news_4781, news_144, news_2824, news_4715, news_4249, news_5752, news_683, news_5884, news_3563, news_4140, news_2801, news_211, news_8643, news_5797
